id,clinic_id,name,name_kana,birth_date,company,postal_code,address1,address2,home_postal_code,home_address1,home_address2,phone,company_phone,email,remarks,is_dangerous,discount_rate,membership_type,line_user_id,lstep_opt_out,lstep_opt_out_at,lstep_opt_out_reason,line_followed_at,line_blocked_at,line_id_confirmed_by,line_id_confirmed_at,delivery_excluded,delivery_excluded_reason,is_transferred,transfer_at,delivery_caution,delivery_caution_reason,dm_preference,created_at,updated_at,deleted_at
49,1,阿部 寛,あべ ひろし,1964-06-22,"",111-0011,東京都台東区浅草11-11,"","","","",080-2345-2345,"",hiroshi.a@example.com,"",f,0.00,member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
50,1,仲間 由紀恵,なかま ゆきえ,1979-10-30,"",112-0012,東京都文京区本駒込12-12,"","","","",070-3456-3456,"",yukie.n@example.com,"",f,0.00,non_member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
51,1,堺 雅人,さかい まさと,1973-10-14,"",113-0013,東京都文京区弥生13-13,"","","","",090-4567-4567,"",masato.s@example.com,"",f,5.00,member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
52,1,新垣 結衣,あらがき ゆい,1988-06-11,"",114-0014,東京都北区王子14-14,"","","","",080-5678-5678,"",yui.a@example.com,"",f,0.00,non_member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
53,1,星野 源,ほしの げん,1981-01-28,"",115-0015,東京都北区赤羽15-15,"","","","",070-6789-6789,"",gen.h@example.com,"",f,0.00,non_member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
54,1,吉沢 亮,よしざわ りょう,1994-02-01,"",116-0016,東京都荒川区荒川16-16,"","","","",090-7890-7890,"",ryo.y@example.com,"",f,0.00,member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
55,1,広瀬 すず,ひろせ すず,1998-06-19,"",117-0017,東京都荒川区東日暮里17-17,"","","","",080-8901-8901,"",suzu.h@example.com,"",f,0.00,non_member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
56,1,橋本 環奈,はしもと かんな,1999-02-03,"",118-0018,東京都練馬区北町18-18,"","","","",070-9012-9012,"",kanna.h@example.com,"",f,0.00,non_member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
57,1,ムロ ツヨシ,むろ つよし,1976-01-23,"",119-0019,東京都豊島区南池袋19-19,"","","","",090-0123-0123,"",muro.t@example.com,"",f,0.00,member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
58,1,戸田 恵梨香,とだ えりか,1988-08-17,"",120-0020,東京都足立区千住20-20,"","","","",080-1234-5678,"",erika.t@example.com,"",f,5.00,member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
59,1,松坂 桃李,まつざか とおり,1988-10-17,"",121-0021,東京都足立区保木間21-21,"","","","",070-2345-6789,"",tori.m@example.com,"",f,0.00,non_member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
60,1,北川 景子,きたがわ けいこ,1986-08-22,"",122-0022,東京都港区北青山22-22,"","","","",090-3456-7890,"",keiko.k@example.com,"",f,10.00,member,,f,,,,,,,f,,f,,f,,,2026-07-06 14:59:40.511971+09,2026-07-06 14:59:40.511971+09,
61,2,林　文明,はやし　ふみあき,,"","","","","",山梨県甲府市城東3−４−15,"",0552334126,055−233ｰ4126,"",代表,f,0.00,member,,f,,,,,,,f,,f,,f,,,2026-06-10 16:26:02.330787+09,2026-06-10 16:26:55.187765+09,
